 3   Pix  0  0
 6   Pix  0  1
 6   Pix  0  2
 4   Pix  0  3
 5   Pix  0  4
 3   Pix  0  5
 8   Pix  0  6
 4   Pix  0  7
 3   Pix  0  8
 6   Pix  0  9
 7   Pix  0 10
 3   Pix  0 11
 8   Pix  0 12
 3   Pix  0 13
 8   Pix  0 14
 2   Pix  0 15
 4   Pix  0 16
 7   Pix  0 17
 5   Pix  0 18
 6   Pix  0 19
 5   Pix  0 20
 7   Pix  0 21
 5   Pix  0 22
 7   Pix  0 23
 7   Pix  0 24
 7   Pix  0 25
 4   Pix  0 26
 7   Pix  0 27
 5   Pix  0 28
 7   Pix  0 29
 4   Pix  0 30
 5   Pix  0 31
 8   Pix  0 32
 6   Pix  0 33
 7   Pix  0 34
 7   Pix  0 35
 5   Pix  0 36
 7   Pix  0 37
 9   Pix  0 38
 8   Pix  0 39
 8   Pix  0 40
 5   Pix  0 41
 8   Pix  0 42
 5   Pix  0 43
 6   Pix  0 44
 7   Pix  0 45
 7   Pix  0 46
 9   Pix  0 47
 3   Pix  0 48
 4   Pix  0 49
 5   Pix  0 50
 7   Pix  0 51
 9   Pix  0 52
 7   Pix  0 53
 7   Pix  0 54
 9   Pix  0 55
 7   Pix  0 56
 8   Pix  0 57
 7   Pix  0 58
 8   Pix  0 59
 8   Pix  0 60
 5   Pix  0 61
 8   Pix  0 62
 5   Pix  0 63
 7   Pix  0 64
 9   Pix  0 65
 9   Pix  0 66
 6   Pix  0 67
 6   Pix  0 68
11   Pix  0 69
 5   Pix  0 70
 8   Pix  0 71
 8   Pix  0 72
 7   Pix  0 73
10   Pix  0 74
 9   Pix  0 75
 7   Pix  0 76
 6   Pix  0 77
 8   Pix  0 78
 8   Pix  0 79
 7   Pix  1  0
 6   Pix  1  1
 9   Pix  1  2
 5   Pix  1  3
 8   Pix  1  4
 9   Pix  1  5
 9   Pix  1  6
 8   Pix  1  7
 7   Pix  1  8
 7   Pix  1  9
 9   Pix  1 10
11   Pix  1 11
10   Pix  1 12
 6   Pix  1 13
 8   Pix  1 14
10   Pix  1 15
 7   Pix  1 16
 8   Pix  1 17
 8   Pix  1 18
 8   Pix  1 19
 9   Pix  1 20
 5   Pix  1 21
 8   Pix  1 22
 9   Pix  1 23
 9   Pix  1 24
 5   Pix  1 25
 8   Pix  1 26
 8   Pix  1 27
 6   Pix  1 28
 7   Pix  1 29
 7   Pix  1 30
 9   Pix  1 31
 9   Pix  1 32
11   Pix  1 33
 7   Pix  1 34
10   Pix  1 35
 9   Pix  1 36
 9   Pix  1 37
 6   Pix  1 38
10   Pix  1 39
 7   Pix  1 40
 7   Pix  1 41
 8   Pix  1 42
 9   Pix  1 43
 9   Pix  1 44
 8   Pix  1 45
10   Pix  1 46
 8   Pix  1 47
 6   Pix  1 48
10   Pix  1 49
 8   Pix  1 50
 9   Pix  1 51
 9   Pix  1 52
10   Pix  1 53
 8   Pix  1 54
12   Pix  1 55
 9   Pix  1 56
